CID,HF_ID,HF_Type,HF_Status,HF_Imune,HF_Dia,HF_FPS,HF_DoBabies,HF_ANC,HF_MT,HF_MS,HF_MI,HF_TMInj,HF_EOC,HF_PNC,HF_SupA_Med,HF_SupA_MedEqp,HF_SupA_MedPers
103060910,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
103060910,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
103060910,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
103060910,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
103060910,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
103071112,1,BASIC HEALTH UNIT (SMALLER),1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,
103071112,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
103071112,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
103071112,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
103071112,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
103071112,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
103071112,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
103071112,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
213335051,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
213335051,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
213335051,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
213335051,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
213335051,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
213335051,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
213335051,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
213335051,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
112294445,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
112294445,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
112294445,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
112294445,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
112294445,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
112294445,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
112294445,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
112294445,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
101010203,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
101010203,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
101010203,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
101010203,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
101010203,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
101010203,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
101010203,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
101010203,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
101010203,9,ATAE DOCTOR,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
103061011,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
103061011,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
103061011,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
103061011,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
103061011,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
103061011,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
103061011,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
103061011,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
101010202,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
101010202,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
101010202,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
101010202,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
101010202,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
101010202,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
101010202,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
101010202,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
110243637,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
110243637,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
110243637,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
110243637,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
110243637,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
110243637,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
110243637,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
110243637,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
109223334,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
109223334,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
109223334,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
109223334,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
109223334,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
109223334,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
109223334,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
109223334,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
319477375,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
319477375,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
319477375,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
319477375,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
319477375,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
319477375,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
319477375,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
319477375,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
108192930,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
108192930,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
108192930,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
108192930,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
108192930,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
108192930,6,PRIVATE MEDICAL PRACTITIONER,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
108192930,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
108192930,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
108182829,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
108182829,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
108182829,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
108182829,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
108182829,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
108182829,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
108182829,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
108182829,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
106142324,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
106142324,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
106142324,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
106142324,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
106142324,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
106142324,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
106142324,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
106142324,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
111284344,1,BASIC HEALTH UNIT (SMALLER),1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
111284344,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
111284344,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
111284344,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
111284344,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
111284344,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
111284344,7,PRIVATE CLINIC,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
111284344,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
105101617,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
105101617,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
105101617,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
105101617,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
105101617,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
105101617,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
105101617,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
105101617,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
105101617,9,ATAE DOCTOR,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
216436364,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
216436364,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
216436364,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
216436364,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
216436364,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
216436364,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
216436364,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
216436364,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
