Survey_Round,CID,Community,WC1_Set1,WC1_Set2,WC1_Set3,WC1_TnoF,WC1_NoLO,WC1_NoPTNLO,WC1_NoCArr_2y,WC1_NoZ,WC1_Name1,WC1_Percent1,WC1_Name2,WC1_Percent2,WC1_Name3,WC1_Percent3,WC1_HAH_Acres,WC1_MAH_Acres,WC1_TAH_Acres,WC1_LH_FLargest,WC1_LH_Slargest,WC1_LH_TLargest,WC1_LO_IA,WC1_LO_IAHP,WC1_LO_OP,WC1_LO_OPHP,WC1_LO_Pol,WC1_LO_PolHP,WC1_FO,WC1_FOStart_y,WC1_FO_Init,WC1_FO_EWC,WC1_FO_HWC,WC1_FO_MWC,WC1_FO_TWC,WC1_FMnI_EWC,WC1_FMnI_HWC,WC1_FMnI_MWC,WC1_FMnI_TWC,WC1_FO_CoActive,WC1_FExchCT,WC1_FExchCT_Percent,WC1_FExchCT_Head,WC1_FExchCT_Mid,WC1_FExchCT_Tail,WC1_FSCT,WC1_FSCT_Percent,WC1_FSCT_Head,WC1_FSCT_Mid,WC1_FSCT_Tail,WC1_Lining_Init,WC1_OpenK_w,WC1_OpenR_w,WC2_Set1,WC2_Set2,WC2_Set3,WC2_TnoF,WC2_NoLO,WC2_NoPTNLO,WC2_NoCArr_2y,WC2_NoZ,WC2_Name1,WC2_Percent1,WC2_Name2,WC2_Percent2,WC2_Name3,WC2_Percent3,WC2_HAH_Acres,WC2_MAH_Acres,WC2_TAH_Acres,WC2_LH_FLargest,WC2_LH_Slargest,WC2_LH_TLargest,WC2_LO_IA,WC2_LO_IAHP,WC2_LO_OP,WC2_LO_OPHP,WC2_LO_Pol,WC2_LO_PolHP,WC2_FO,WC2_FOStart_y,WC2_FO_Init,WC2_FO_EWC,WC2_FO_HWC,WC2_FO_MWC,WC2_FO_TWC,WC2_FMnI_EWC,WC2_FMnI_HWC,WC2_FMnI_MWC,WC2_FMnI_TWC,WC2_FO_CoActive,WC2_FExchCT,WC2_FExchCT_Percent,WC2_FExchCT_Head,WC2_FExchCT_Mid,WC2_FExchCT_Tail,WC2_FSCT,WC2_FSCT_Percent,WC2_FSCT_Head,WC2_FSCT_Mid,S11_Q_23_C_WC2_TAIL,WC2_Lining_Init,WC3_Set1,WC3_Set2,WC3_Set3,WC3_TnoF,WC3_NoLO,WC3_NoPTNLO,WC3_NoCArr_2y,WC3_NoZ,WC3_Name1,WC3_Percent1,WC3_Name2,WC3_Percent2,WC3_Name3,WC3_Percent3,WC3_HAH_Acres,WC3_MAH_Acres,WC3_TAH_Acres,WC3_LH_FLargest,WC3_LH_Slargest,WC3_LH_TLargest,WC3_LO_IA,WC3_LO_IAHP,WC3_LO_OP,WC3_LO_OPHP,WC3_LO_Pol,WC3_LO_PolHP,WC3_FO,WC3_FOStart_y,WC3_FO_Init,WC3_FO_EWC,WC3_FO_HWC,WC3_FO_MWC,WC3_FO_TWC,WC3_FMnI_EWC,WC3_FMnI_HWC,WC3_FMnI_MWC,WC3_FMnI_TWC,WC3_FO_CoActive,WC3_FExchCT,WC3_FExchCT_Percent,WC3_FExchCT_Head,WC3_FExchCT_Mid,WC3_FExchCT_Tail,WC3_FSCT,WC3_FSCT_Percent,WC3_FSCT_Head,WC3_FSCT_Mid,WC3_FSCT_Tail,WC3_Lining_Init,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,Item_ID,WC_CanalFull_w,WC_CanalHalf_w,WC_CanalQuarter_w,WC_CanalEmpty_w,WC_CNotFull_Res
1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,,,,,,
1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,1.0,1.0,3.0,0.0,0.0,
1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,2.0,2.0,3.0,0.0,0.0,
1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,,,,,,
1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,1.0,8.0,8.0,0.0,8.0,
1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,2.0,8.0,8.0,0.0,8.0,
1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,1.0,12.0,12.0,0.0,0.0,
1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,2.0,12.0,12.0,0.0,0.0,
1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,1.0,10.0,10.0,0.0,4.0,
1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,2.0,10.0,10.0,0.0,4.0,
1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,21,31,32,1.0,0.0,0.0,0.0,0.0,
1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,21,31,32,2.0,9.0,9.0,0.0,6.0,
1,109223233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092232331.0,1,9,22,32,33,1.0,20.0,0.0,0.0,4.0,
1,109223233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092232331.0,1,9,22,32,33,2.0,22.0,0.0,0.0,2.0,
1,109223334,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092233342.0,1,9,22,33,34,1.0,6.0,6.0,0.0,12.0,
1,109223334,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092233342.0,1,9,22,33,34,2.0,6.0,6.0,0.0,12.0,
1,109233435,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092334353.0,1,9,23,34,35,1.0,22.0,0.0,0.0,2.0,
1,109233435,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092334353.0,1,9,23,34,35,2.0,20.0,0.0,0.0,4.0,
1,109233536,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092335364.0,1,9,23,35,36,1.0,2.0,0.5,0.0,0.0,
1,109233536,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092335364.0,1,9,23,35,36,2.0,2.0,0.5,0.0,0.0,
1,110243637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102436371.0,1,10,24,36,37,1.0,0.0,0.0,0.0,0.0,
1,110243637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102436371.0,1,10,24,36,37,2.0,0.0,0.0,0.0,0.0,
1,110243738,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102437382.0,1,10,24,37,38,2.0,2.0,20.0,2.0,28.0,
1,110243839,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102438393.0,1,10,24,38,39,1.0,0.0,0.0,0.0,28.0,
1,110243839,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102438393.0,1,10,24,38,39,2.0,16.0,6.0,2.0,0.0,
1,110253940,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102539404.0,1,10,25,39,40,1.0,10.0,4.0,2.0,0.0,
1,110253940,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102539404.0,1,10,25,39,40,2.0,14.0,4.0,2.0,0.0,
1,111264041,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112640411.0,1,11,26,40,41,1.0,8.0,9.0,8.0,0.0,
1,111264041,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112640411.0,1,11,26,40,41,2.0,8.0,8.0,4.0,0.0,
1,111274142,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112741422.0,1,11,27,41,42,1.0,15.0,6.0,3.0,0.0,
1,111274142,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112741422.0,1,11,27,41,42,2.0,15.0,6.0,3.0,0.0,
1,111274243,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112742433.0,1,11,27,42,43,1.0,15.0,5.0,5.0,0.0,
1,111274243,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112742433.0,1,11,27,42,43,2.0,15.0,5.0,5.0,0.0,
1,111284344,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112843444.0,1,11,28,43,44,1.0,15.0,5.0,3.0,0.0,
1,111284344,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112843444.0,1,11,28,43,44,2.0,20.0,2.0,3.0,0.0,
1,112294445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122944451.0,1,12,29,44,45,,,,,,
1,112304546,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123045462.0,1,12,30,45,46,1.0,3.0,1.0,1.0,0.0,
1,112304546,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123045462.0,1,12,30,45,46,2.0,25.0,3.0,2.0,0.0,
1,112304647,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123046473.0,1,12,30,46,47,1.0,0.0,1.0,3.0,1.0,
1,112304647,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123046473.0,1,12,30,46,47,2.0,0.0,8.0,14.0,2.0,
1,112314748,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123147484.0,1,12,31,47,48,1.0,14.0,5.0,2.0,0.0,
1,112314748,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123147484.0,1,12,31,47,48,2.0,18.0,4.0,4.0,0.0,
1,213324849,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133248491.0,2,13,32,48,49,1.0,17.0,5.0,6.0,0.0,
1,213324849,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133248491.0,2,13,32,48,49,2.0,18.0,1.0,1.0,0.0,
1,213324950,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133249502.0,2,13,32,49,50,1.0,17.0,3.0,0.0,0.0,
1,213324950,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133249502.0,2,13,32,49,50,2.0,20.0,8.0,0.0,0.0,
1,213324952,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133249523.0,2,13,32,49,52,1.0,15.0,5.0,0.0,0.0,
1,213324952,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133249523.0,2,13,32,49,52,2.0,21.0,3.0,0.0,0.0,
1,213335051,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133351514.0,2,13,33,50,51,1.0,18.0,5.0,5.0,0.0,
1,213335051,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133351514.0,2,13,33,50,51,2.0,10.0,5.0,5.0,0.0,
1,214345253,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143452531.0,2,14,34,52,53,1.0,10.0,20.0,30.0,60.0,
1,214345253,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143452531.0,2,14,34,52,53,2.0,50.0,50.0,20.0,0.0,
1,214355354,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143553542.0,2,14,35,53,54,,,,,,
1,214365455,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143654553.0,2,14,36,54,55,,,,,,
1,214375556,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143755564.0,2,14,37,55,56,1.0,0.0,10.0,10.0,4.0,
1,214375556,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143755564.0,2,14,37,55,56,2.0,0.0,0.0,0.0,0.0,
1,215385657,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153856571.0,2,15,38,56,57,1.0,8.0,3.0,1.0,12.0,
1,215385657,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153856571.0,2,15,38,56,57,2.0,10.0,1.0,1.0,12.0,
1,215395758,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153957582.0,2,15,39,57,58,1.0,8.0,3.0,1.0,12.0,
1,215395758,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153957582.0,2,15,39,57,58,2.0,10.0,1.0,1.0,12.0,
1,215395859,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153958593.0,2,15,39,58,59,1.0,9.0,2.0,1.0,12.0,
1,215395859,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153958593.0,2,15,39,58,59,2.0,10.0,1.0,1.0,12.0,
1,215405960,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154059604.0,2,15,40,59,60,1.0,8.0,2.0,2.0,16.0,
