CID,NA_NoPSM,NA_TNoPPCamp,NA_NoCandM,NA_MaxCampM,NA_MaxCampM_NoR,NA_MaxCampM_DTD,NA_MaxCamp_AdvTV,NA_MaxCamp_AdvBB,NA_MaxCamp_AdvNews,NA_MaxCamp_AdvES,NA_MNA_PP,NA_MNA_NoV,NA_MNA_GroupMeets,NA_ElecFair,NA_MNA_WobM,NA_PPCampaign_PartyCode,NA_PPCampaign,PA_NoPSM,PA_TNoPPCamp,PA_NoCandM,PA_MaxCampM,PA_MaxCampM_NoR,PA_MaxCampM_DTD,PA_MaxCamp_AdvTV,PA_MaxCamp_AdvBB,PA_MaxCamp_AdvNews,PA_MaxCamp_AdvES,PA_MPA_PP,PA_MPA_NoV,PA_MPA_GroupMeets,PA_ElecFair,PA_MPA_WobM,PA_PPCampaign_PartyCode,PA_PPCampaign
110243839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
110243839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
110243738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
109233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
110253940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
107152425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
319487476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
108203031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
108203031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
108203031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
108203031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0
108203031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
108203031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0
108203031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
108203031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
108203031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0
108203031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0
